사진,제목,가격,소제목,소재지,매물특징,계약/전용면적,해당층/총층,방수/욕실수,월관리비,관리비 포함,입주가능일,융자금,방향,주차가능여부,난방(방식/연료),사용승인일,총세대수,총주차대수,용도지역,건축물 용도,주구조,재건축/재개발,매물번호,매물설명,중개사,공급/전용면적,전세금 반환보증,용도,방구조,복층여부,현관구조,해당면적 세대수,사용검사일,준공인가일
0,빌라2층,"전세3억(2,389만원/3.3㎡)",방 2개사용승인일:2022.05.24주차가능 공급/전용 면적:41.51㎡/29.95㎡,서울시 용산구 원효로2가 83-1,효창공원앞역 역세권 신축 빌라 풀옵션 투룸,,2/6층,2/1개,6.5만원,-,즉시입주 ,없음,북서향(거실 기준),가능,개별난방/도시가스,2022.05.24,8세대,5대(세대당 0.63대),-,공동주택,-,,2244096730,"[관리번호 : #169]
■ 효창공원앞역 역세권 신축 빌라 풀옵션 투룸
- 효창공원앞역 역세권
- 방 2개, 거실 겸 부엌, 화장실 1개
- 풀옵션(세탁기, 냉장고, 천장형 에어컨, 전기쿡탑)
- 채광 좋고 통풍 잘됨

- 용문시장, 전자랜드, 아이파크몰, 이마트 등 생활편의시설 이용 가능

- 지상 6층으로 이루어진 빌라(8세대)
- 주차장 있음
- 엘리베이터 있음


■주변 교통 
- 효창공원앞역, 용산역, 신용산역
- 용산역과 가까워서 기차 이용이 편함
- 버스정류장 근처


■특징
- 신축 빌라
- 효창공원앞역 역세권
- 풀옵션
- 엘리베이터 있음
- 주차 가능
- 6만5천원(공동 청소비, 공동 전기료)


■블로그
https://blog.naver.com/7189787/222769729010",성심공인중개사사무소길찾기대표강경조등록번호11170-2022-00022소재지서울시 용산구 원효로3가 240-1 101호전화02-718-9787최근 3개월  집주인확인 109건매매33전세29월세52단기0,41.51㎡/29.95㎡(전용률72%),"예상 보증료882,830원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라4층,"월세2억 5,000/20",방 2개사용승인일:2022.06.09주차가능 공급/전용 면적:29.95㎡/29.95㎡,서울시 용산구 원효로2가 83-1,"2룸,버팀목가능,첫입주 깔끔,풀옵션,지하철역5분",,4/6층,2/1개,0원,-,즉시입주 ,없음,북동향(거실 기준),가능,-/-,2022.06.09,10세대,7대(세대당 0.70대),-,공동주택,-,,2244633404,"*** 용산전문 부동산 ****

대출 없는 빌라입니다.  첫 입주입니다.  
빌라 분양가(6억)대비 전세가율이 50% 이하이므로 아주 안전한 매물입니다.  
신혼부부 또는 혼자 살기 최적화 된 빌라입니다.  
1층 보안시설 비밀번호가 있어야 들어가고, 엘레베이터등 잘 지어진빌라입니다.

전세대출 및 전세보증보험 당연히 가능한 매물입니다.

큰 대로변에 접해 있어서 골목으로 들어가지 않습니다.

주차는 1층에 일렬주차 가능하고 차량 진입 아주 편리합니다.

-  효창공원역, 경의중앙석 도보 5분
- 용산역은 도보 15분, 버스 5분거리입니다.

전화 많이 주세요~

Tel.  02)797-0311
담당자.  010-4949-9311, 010-7451-0311","해링턴대우부동산공인중개사사무소길찾기대표장미원등록번호11170-2019-00166소재지서울 용산구 한강로2가420 용산푸르지오써밋 상가동108호전화02-797-0311,010-9035-1526최근 3개월  집주인확인 180건매매25전세36월세91단기2",29.95㎡/29.95㎡(전용률100%),"예상 보증료735,690원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라4층,"전세2억 9,500(3,256만원/3.3㎡)",방 2개사용승인일:2022.06.09주차불가 공급/전용 면적:29.95㎡/29.95㎡,서울시 용산구 원효로2가 83-1,"2룸,대출없는집,버팀목대출2억,역5분",,4/6층,2/1개,0원,-,즉시입주 ,없음,북동향(거실 기준),불가능,-/-,2022.06.09,-,-,-,공동주택,-,,2241918412,"★★ 용산 빌라&오피스텔&아파트 전문 ★★

대출 잡힌게 없는 깨끗한 빌라입니다.

신혼부부 또는 1인에 강력추천 드립니다.
보안도 잘 되어있고, 엘리베이터 있으며 풀옵션입니다.

큰 대로변에 접해 있어서 골목안으로 들어가지 않습니다.
주차는 1층에 가능하며, 차량진입 수월합니다.

부담없이 전화주세요","대우공인중개사사무소대표장민섭등록번호11170-2022-00003소재지서울 용산구 한강로2가420 용산푸르지오써밋 상가동108호전화02-797-0311,010-7451-0311",29.95㎡/29.95㎡(전용률100%),"예상 보증료868,120원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,일반원룸4층,"전세1억 8,000(1,804만원/3.3㎡)",해당층/총층: 4/4층분리형/단층 전용 면적:22.36㎡,서울시 용산구 원효로2가 80-28,신축약 3년 풀옵션 1.5룸 전세 임대임,,4/4층,1/1개,0.0005만원,-,2022년 9월 30일 협의가능,없음,서향(거실 기준),불가능,,2019.09.11,,-,,공동주택,,,2241453035," 1, 신축3년 1.5룸 이며 풀옵션  현시세보다 저렴합니다 방 양호
2. 위치는 지하철 6호선 3번 출구에서 전자상가 방향으로 도보약 5-6분 거리임
3, 전세대출 가능 ","용산미래공인중개사사무소대표이용찬등록번호11170-2020-00082소재지서울특별시 용산구  용문동 8-182전화02-704-4984,010-5315-8322",32.98㎡/22.36㎡(전용률68%),,,분리형,단층,,,,
0,빌라2층,"전세1억 6,400(2,198만원/3.3㎡)",방 1개사용승인일:2019.10.30주차가능 공급/전용 면적:24.66㎡/24.66㎡,서울시 용산구 원효로2가 79-27,"풀옵션,원룸.깨끗.입주협의.",,2/5층,1/1개,5만원,"전기료, 수도, 인터넷",2023년 2월 20일 ,없음,남향(안방 기준),가능,-/-,2019.10.30,5세대,5대(세대당 1.00대),-,공동주택,-,,2244644254,,"롯데캐슬명품공인중개사사무소길찾기대표박진숙등록번호11470-2018-00104소재지서울특별시 양천구 목동중앙북로8길 71 (목동) 상가동 지2층 1호전화02-2642-4545,010-2114-5425최근 3개월  집주인확인 128건매매81전세49월세31단기0",24.66㎡/24.66㎡(전용률100%),"예상 보증료482,610원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라고층,"전세1억 6,000(2,142만원/3.3㎡)",방 1개사용승인일:2020.09.22주차가능 공급/전용 면적:24.68㎡/16.68㎡,서울시 용산구 원효로2가 79-17,고층 신축2년 버팀목 중기청 안심전세 평지 대출주차가능 보증보험,,고/5층,1/1개,4만원,-,2023년 2월 3일 협의가능,없음,남동향(거실 기준),가능,-/-,2020.09.22,10세대,5대(세대당 0.50대),-,공동주택,-,,2245820244,"친한부동산 매물담당자
공인중개사: 김서정 010-5712-0889

[현세입자 입주전 촬영한 해당건물사진입니다]

신축2년된 빌라로 안심전세대출90%및 보증보험 
버팀목 전세대출/중기청 전세대출 등 모든전세대출 가능합니다. 
전세가 대비 매매가 두배이상 차이나는 안전한 매물로 
현재도 근저당이 없으며, 계약기간 내 임대인 무융자 조건입니다!
(엘리베이터가 없는 4층입니다)

전세가: 1억6천만원
관리비: 4만원 (인터넷, 티비 미포함)
실평수: 실5~6평
입주시기: 2월초이후 협의
상태: 풀옵션(에어컨,냉장고,세탁기,전기쿡탑)
       주차가능(지정주차 확인필요-주차비 2만원)
       
       효창공원앞역도보 3분 이내로 평지에 있으며
       도보1분이내 버스정류장 등 생활권이 좋습니다.
       
다세대빌라/전입신고가능
무융자조건,전세대출가능 (최대 80프로) // 
전세가 대비 매매가가 2억 이상 차이나서 안전한 매물입니다.

",친한부동산공인중개사사무소길찾기대표최유란등록번호11170-2021-00021소재지서울특별시 용산구 청파로45길 35 1층전화02-706-2525최근 3개월  집주인확인 87건매매17전세47월세8단기0,24.68㎡/16.68㎡(전용률68%),"예상 보증료470,840원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라고층,"전세1억 5,500(1,962만원/3.3㎡)",방 1개사용승인일:2020.09.22주차가능 공급/전용 면적:26.13㎡/17.66㎡,서울시 용산구 원효로2가 79-17,개인테라스 신축2년 버팀목 중기청 안심전세 평지 대출주차가능 보증보험,,고/5층,1/1개,4만원,-,2023년 2월 24일 협의가능,없음,동향(거실 기준),가능,-/-,2020.09.22,10세대,5대(세대당 0.50대),-,공동주택,-,,2245242885,"친한부동산 매물담당자
공인중개사: 김서정 010-5712-0889

[현세입자 입주전 촬영한 해당건물사진입니다]

신축2년된 빌라로 안심전세대출90%및 보증보험 
버팀목 전세대출/중기청 전세대출 등 모든전세대출 가능합니다. 
전세가 대비 매매가 두배이상 차이나는 안전한 매물로 
현재도 근저당이 없으며, 계약기간 내 임대인 무융자 조건입니다!
(엘리베이터가 없는 4층입니다/개인테라스)

전세가: 1억5500만원
관리비: 4만원 (인터넷, 티비 미포함)
실평수: 실5~6평 +개인테라스
입주시기: 2월말 협의
상태: 풀옵션(에어컨,냉장고,세탁기,전기쿡탑)
       주차가능(지정주차 확인필요-주차비 2만원)
       
       효창공원앞역도보 3분 이내로 평지에 있으며
       도보1분이내 버스정류장 등 생활권이 좋습니다.
       
다세대빌라/전입신고가능
무융자조건,전세대출가능 (최대 80프로) // 
전세가 대비 매매가가 2억 이상 차이나서 안전한 매물입니다.

",친한부동산공인중개사사무소길찾기대표최유란등록번호11170-2021-00021소재지서울특별시 용산구 청파로45길 35 1층전화02-706-2525최근 3개월  집주인확인 87건매매17전세47월세8단기0,26.13㎡/17.66㎡(전용률68%),"예상 보증료456,130원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라고층,"전세1억 6,000(2,142만원/3.3㎡)",방 1개사용승인일:2020.09.22주차가능 공급/전용 면적:24.68㎡/16.68㎡,서울시 용산구 원효로2가 79-17,고층 신축2년 버팀목 중기청 안심전세 평지 대출주차가능 보증보험,,고/5층,1/1개,4만원,"인터넷, TV",2023년 2월 3일 협의가능,없음,남동향(거실 기준),가능,-/-,2020.09.22,10세대,5대(세대당 0.50대),-,공동주택,-,,2245249747,"친한부동산 매물담당자
공인중개사: 김서정 010-5712-0889

[현세입자 입주전 촬영한 해당건물사진입니다]

신축2년된 빌라로 안심전세대출90%및 보증보험 
버팀목 전세대출/중기청 전세대출 등 모든전세대출 가능합니다. 
전세가 대비 매매가 두배이상 차이나는 안전한 매물로 
현재도 근저당이 없으며, 계약기간 내 임대인 무융자 조건입니다!
(엘리베이터가 없는 4층입니다)

전세가: 1억6천만원
관리비: 4만원 (인터넷, 티비 미포함)
실평수: 실5~6평
입주시기: 2월초이후 협의
상태: 풀옵션(에어컨,냉장고,세탁기,전기쿡탑)
       주차가능(지정주차 확인필요-주차비 2만원)
       
       효창공원앞역도보 3분 이내로 평지에 있으며
       도보1분이내 버스정류장 등 생활권이 좋습니다.
       
다세대빌라/전입신고가능
무융자조건,전세대출가능 (최대 80프로) // 
전세가 대비 매매가가 2억 이상 차이나서 안전한 매물입니다.

",친한부동산공인중개사사무소길찾기대표최유란등록번호11170-2021-00021소재지서울특별시 용산구 청파로45길 35 1층전화02-706-2525최근 3개월  집주인확인 87건매매17전세47월세8단기0,24.68㎡/16.68㎡(전용률68%),"예상 보증료470,840원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라 원효씨티빌4층,"전세1억 5,500(1,962만원/3.3㎡)",방 1개사용승인일:2020.09.22주차가능 공급/전용 면적:26.13㎡/17.66㎡,서울시 용산구 원효로2가 79-17,효창공원역앞 평지. 풀옵션. 원룸.,,4/5층,1/1개,4만원,-,2023년 2월 20일 협의가능,없음,남서향(거실 기준),가능,-/-,2020.09.22,10세대,5대(세대당 0.50대),-,공동주택,-,,2245277779," 신축 2년으로 상태 좋습니다.
- 에어컨, 냉장고, 세탁기, 전기쿡탑 풀옵션.
- 엘레베이터 없습니다.
- 효창공원앞역 도보 5분.
- 근저당 없는 안전한 전세. 각종 전세대출가능.","용용공인중개사길찾기대표최서상등록번호922400000-3075소재지서울 용산구 용문동5-128전화02-715-4888,010-3420-1455매매6전세13월세7단기0",26.13㎡/17.66㎡(전용률68%),"예상 보증료456,130원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,일반원룸 원효씨티빌4층,"전세1억 5,500(1,962만원/3.3㎡)",해당층/총층: 4/5층오픈형/단층 전용 면적:17.66㎡,서울시 용산구 원효로2가 79-17,깔끔한 신축 원룸입니다.,,4/5층,1/1개,4만원,-,2023년 02월 하순 협의가능,없음,남서향(거실 기준),가능,,2020.09.22,,5대(세대당 0.50대),,공동주택,,,2241690676,"- 신축 2년으로 상태 좋습니다.
- 에어컨, 냉장고, 세탁기, 전기쿡탑 풀옵션.
- 엘레베이터 없습니다.
- 효창공원앞역 도보 5분.
- 근저당 없는 안전한 전세. 각종 전세대출가능.","용용공인중개사길찾기대표최서상등록번호922400000-3075소재지서울 용산구 용문동5-128전화02-715-4888,010-3420-1455매매6전세13월세7단기0",26.13㎡/17.66㎡(전용률68%),,,오픈형,단층,,,,
0,빌라중층,"전세2억 5,000(2,341만원/3.3㎡)",방 2개사용승인일:2020.10.06주차가능 공급/전용 면적:35.29㎡/28.86㎡,서울시 용산구 원효로2가 78-19,역세권 신축2년 풀옵션 투룸,,중/5층,2/1개,5만원,-,2023년 2월 10일 협의가능,없음,동향(거실 기준),가능,개별난방/도시가스,2020.10.06,16세대,8대(세대당 0.50대),-,공동주택,-,,2245381358,"**모든 전세대출 가능합니다

**보증보험 가입 가능합니다3

**주차 가능합니다

**효창공원역 도보3분거리의 좋은 위치입니다.

**용문시장 도보2분 용산역 도보8분거리

**깔금하고 밝은 집입니다

**이사 23년2월10일부터 2월19일사이 협의 가능합니다

**사진은 현임차인 입주전 사진입니다","미소부동산공인중개사사무소길찾기대표노미경등록번호11170-2018-00003소재지서울시 용산구 용문동 6-1 1층전화02-719-0228,010-8868-0535최근 3개월  집주인확인 20건매매32전세26월세6단기0",35.29㎡/28.86㎡(전용률82%),"예상 보증료735,690원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라2층,"전세2억 5,000(2,341만원/3.3㎡)",방 2개사용승인일:2020.10.06주차가능 공급/전용 면적:35.29㎡/28.86㎡,서울시 용산구 원효로2가 78-19,월세 5천80도 가능,,2/5층,2/1개,4.5만원,-,2023년 2월 10일 ,없음,남향(거실 기준),가능,-/-,2020.10.06,16세대,8대(세대당 0.50대),-,공동주택,-,,2245301547,,"예지부동산공인중개사사무소길찾기대표황정연등록번호11380-2018-00063소재지서울특별시 은평구 응암동 한경 104-47 103호 한경전화02-383-2399,010-3519-1534매매122전세36월세18단기0",35.29㎡/28.86㎡(전용률82%),"예상 보증료735,690원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라저층,"전세2억 8,000(2,445만원/3.3㎡)",방 2개사용승인일:2020.09.03주차가능 공급/전용 면적:37.85㎡/29.73㎡,서울시 용산구 원효로2가 23-10,신축2년 버팀목대출 안심전세 큰길가바로안 주차가능 보증보험 지하철도보,,저/6층,2/1개,5.5만원,"인터넷, TV",2023년 2월 24일 ,없음,남향(거실 기준),가능,-/-,2020.09.03,16세대,8대(세대당 0.50대),-,공동주택,-,,2245819881,"친한부동산 매물담당자
공인중개사: 김서정 010-5712-0889

[첫입주시 공인중개사가 촬영한 해당건물사진입니다]

신축2년된 빌라로 버팀목전세대출 및 안심전세대출90%및 보증보험 
모든전세대출 가능합니다. 

전세가: 2.8억
관리비: 5.5만원 (인터넷, 티비 포함)
실평수: 약 12평
입주시기: 23년 2월24일 고정 
상태: 풀옵션(에어컨,냉장고,세탁기,전기쿡탑,비데)
       주차가능(자율-0.5대) 
       
       효창공원앞역, 남영역, 용산역 도보 10분정도 이며
       도보1분이내 버스정류장 등 생활권이 좋습니다.
       
다세대빌라/전입신고가능
무융자조건,전세대출가능 (최대 80프로) // 
전세가 대비 매매가가 2억 이상 차이나서 안전한 매물입니다.

",친한부동산공인중개사사무소길찾기대표최유란등록번호11170-2021-00021소재지서울특별시 용산구 청파로45길 35 1층전화02-706-2525최근 3개월  집주인확인 87건매매17전세47월세8단기0,37.85㎡/29.73㎡(전용률79%),"예상 보증료823,980원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라저층,"전세2억 8,000(2,445만원/3.3㎡)",방 2개사용승인일:2020.09.03주차가능 공급/전용 면적:37.85㎡/29.73㎡,서울시 용산구 원효로2가 23-10,신축2년 버팀목대출 안심전세 큰길가바로안 주차가능 보증보험 지하철도보,,저/6층,2/1개,5.5만원,"인터넷, TV",2023년 2월 24일 ,없음,남향(거실 기준),가능,-/-,2020.09.03,16세대,8대(세대당 0.50대),-,공동주택,-,,2245819881,"친한부동산 매물담당자
공인중개사: 김서정 010-5712-0889

[첫입주시 공인중개사가 촬영한 해당건물사진입니다]

신축2년된 빌라로 버팀목전세대출 및 안심전세대출90%및 보증보험 
모든전세대출 가능합니다. 

전세가: 2.8억
관리비: 5.5만원 (인터넷, 티비 포함)
실평수: 약 12평
입주시기: 23년 2월24일 고정 
상태: 풀옵션(에어컨,냉장고,세탁기,전기쿡탑,비데)
       주차가능(자율-0.5대) 
       
       효창공원앞역, 남영역, 용산역 도보 10분정도 이며
       도보1분이내 버스정류장 등 생활권이 좋습니다.
       
다세대빌라/전입신고가능
무융자조건,전세대출가능 (최대 80프로) // 
전세가 대비 매매가가 2억 이상 차이나서 안전한 매물입니다.

",친한부동산공인중개사사무소길찾기대표최유란등록번호11170-2021-00021소재지서울특별시 용산구 청파로45길 35 1층전화02-706-2525최근 3개월  집주인확인 87건매매17전세47월세8단기0,37.85㎡/29.73㎡(전용률79%),"예상 보증료823,980원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라6층,"월세5,000/160",방 2개사용승인일:2022.06.23주차가능 공급/전용 면적:55㎡/31.48㎡,서울시 용산구 원효로2가 3-12,즉시입주가능한 귀한 매물 역세권 대로변 진입 좋아요,,6/14층,2/1개,0원,-,즉시입주 협의가능,없음,동향(안방 기준),가능,개별난방/도시가스,2022.06.23,-,78대,-,공동주택,-,,2245326124," 즉시입주 가능한 귀한 매물입니다.
인근 시세대비 귀하고 갑싼 매물로
역세권에 인접하여 진입하기 좋아요
신축 첫 입주라 새 제품 그대로 사용 가능해요

* 전입신고 불가
* 관리비는 입주 후 규정에 따릅니다. ","한성I&C공인중개사사무소대표고민주등록번호11440202200138소재지서울특별시 마포구 포은로 143전화02-336-5717,010-6672-5717",55㎡/31.48㎡(전용률57%),"예상 보증료147,140원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,빌라6층,"월세5,000/160",방 2개사용승인일:2022.06.23주차가능 공급/전용 면적:55㎡/31.48㎡,서울시 용산구 원효로2가 3-12,즉시입주가능한 귀한 매물 역세권 대로변 진입 좋아요,,6/14층,2/1개,0원,-,즉시입주 협의가능,없음,동향(안방 기준),가능,개별난방/도시가스,2022.06.23,-,78대,-,공동주택,-,,2245326124," 즉시입주 가능한 귀한 매물입니다.
인근 시세대비 귀하고 갑싼 매물로
역세권에 인접하여 진입하기 좋아요
신축 첫 입주라 새 제품 그대로 사용 가능해요

* 전입신고 불가
* 관리비는 입주 후 규정에 따릅니다. ","한성I&C공인중개사사무소대표고민주등록번호11440202200138소재지서울특별시 마포구 포은로 143전화02-336-5717,010-6672-5717",55㎡/31.48㎡(전용률57%),"예상 보증료147,140원네이버페이 최대3만원 적립상품 안내",,,,,,,
0,용산센트럴포레 102동6층,"단기임대3,000/170",북동향역까지 7분 계약/전용 면적:41.73㎡/31.48㎡,,"첫입주,2룸,막힘없는집,완전풀옵션",41.73㎡/31.48㎡(전용률75%),6/10층,2/1개,13만원,"인터넷, TV",즉시입주 협의가능,없음,북동향(거실 기준),,개별난방/도시가스,,,56대(세대당 0.77대),,업무시설,,,2244787347,"- 업무용 월세, 전입이 안됩니다.

첫 입주 90개 호실 다 나가고 마지막 월세 호실입니다.   단기도 환영합니다.

▶ 용산 푸르지오써밋 1층 해링턴대우부동산 ◀

★ 신축 2룸 ★
★ 센트럴포레, 더힐센트럴파크, 글로벌리버파크 첫입주 매물 전문 ★

준공 후 첫입주라 지금이 가장 저렴할 때!

용산지역에서는 1.5룸, 2룸 등 방이 별도로 되어 있는 오피스텔이 희소하기 때문에 다음 임대시기 턴에는 오를 수 밖에 없는 신축 오피스텔입니다. 지금 저렴할 때 계약해서 임대차 3법 4년 보장을 이용하세요.

★ 옵션 ★
냉장고, 에어컨, 세탁기, 건조기, 전자레인지, 전기쿡탑, 스타일러

★ 사통팔달 교통중심지 ★
여의도 마포 10분, 강남, 광화문, 명동등 20분 내 이보다 교통이 좋을 수 없는 위치

담당자 : 010-4949-9311
매매담당자: 010-9035-1526","해링턴대우부동산공인중개사사무소길찾기대표장미원등록번호11170-2019-00166소재지서울 용산구 한강로2가420 용산푸르지오써밋 상가동108호전화02-797-0311,010-9035-1526최근 3개월  집주인확인 180건매매25전세36월세91단기2",,,업무용,-,단층,계단식,9세대,,
0,용산센트럴포레 102동중층,"월세3,000/170",북서향역까지 7분 계약/전용 면적:41.73㎡/31.48㎡,,"2룸. 풀옵션, 보증금 조율가능. 사업자 가능합니다.",41.73㎡/31.48㎡(전용률75%),중/10층,2/1개,13만원,"인터넷, TV",즉시입주 협의가능,없음,북서향(거실 기준),,개별난방/도시가스,,,56대(세대당 0.77대),,업무시설,,,2244894337,"5천/160, 3천/170 가능합니다. 
아쉽게도 전입신고는 되지 않습니다. 
내부 구조 매우 좋은 투룸으로 건조기 및 스타일러도 설치되어 있는 고급 오피스텔입니다. 
보시면 마음에 드실만한 구조입니다. 

이외에도 미처 업로드 하지 못한 다양한 매물이 있습니다. 
궁금한 점은 연락주세요. 
최선을 다해 조건에 맞는 곳을 찾아 드리겠습니다. 

삼각지역 5번, 6번 출구 사이
용산센트럴부동산공인중개사사무소
02-797-1090, 010-9660-9206
","용산센트럴부동산공인중개사사무소길찾기대표박경진등록번호11170-2017-00205소재지서울특별시 용산구 한강대로 177전화02-797-1090,010-9660-9206최근 3개월  집주인확인 46건매매11전세47월세62단기0",,"예상 보증료88,280원네이버페이 최대3만원 적립상품 안내",겸용,분리형,단층,계단식,9세대,,
0,용산센트럴포레 102동고층,"월세5,000/150",남서향역까지 7분 계약/전용 면적:42.98㎡/32.55㎡,,용산 1.5룸 신축 대로변 귀한 월세 1세대,42.98㎡/32.55㎡(전용률76%),고/10층,1/1개,13만원,"인터넷, TV",즉시입주 ,없음,남서향(거실 기준),,개별난방/도시가스,,,1대(세대당 1대),,업무시설,,,2241842518,"★6호선, 경의중앙선 효창공원 역 도보 5분
★4호선, 6호선 삼각지 역 도보 7
★1호선, 경의중앙선 용산역 도보 10분
★1호선, 남영역 도보 5분

※본 건물 센트럴포레 1층에 있는 명원 부동산입니다

전, 월세 매물 다량 보유하고 있으니 전화 문의하세요","명원공인중개사사무소길찾기대표서명원등록번호11170-2022-00091소재지서울특별시 용산구 원효로 208 101동 101호(원효로2가)전화02-707-2004,010-8363-8605매매1전세17월세19단기0",,"예상 보증료147,140원네이버페이 최대3만원 적립상품 안내",주거용,분리형,단층,계단식,9세대,,
0,삼창(삼창플라자) 1동12층,월세300/35,남서향역까지 6분 계약/전용 면적:37.3㎡/22.53㎡,,"공덕,마포역이 도보로 5분거리인 인기좋은 사무실 입니다.",37.3㎡/22.53㎡(전용률60%),12/15층,1/1개,17만원,"전기료, 수도",2022년 12월 25일 ,없음,남서향(거실 기준),,중앙난방/도시가스,,,328대(세대당 1대),,업무시설,,,2245742540,"**초역세권내 가성비 최고인 소형사무실 입니다.
**대형빌딩내 사무실로 은행,식당가,병원,편의시설등 생활권 편리 합니다.
**1~2인 사용하시기 적합한 소형사무실 입니다.
**삼창프라자내 2층에 위치하여 계약부터 관리까지 성심을 다하는 
  OK부동산 으로 전화주세요~~
  02  716  0078   대표  이선민


","OK공인중개사사무소길찾기대표이선민등록번호11440-2015-00108소재지서울 마포구 도화동173 삼창프라자 2층 226호전화02-716-0078,010-9029-1778최근 3개월  집주인확인 5건매매3전세0월세19단기0",,,업무용,오픈형,단층,복도식,50세대,,
0,삼창(삼창플라자) 1동12층,월세500/45,북서향역까지 6분 계약/전용 면적:43.28㎡/26.14㎡,,"공덕,마포역이 도보로 5분거리인 인기좋은 사무실 입니다.",43.28㎡/26.14㎡(전용률60%),12/15층,1/1개,20만원,"전기료, 수도",2023년 1월 3일 ,없음,북서향(거실 기준),,중앙난방/도시가스,,,328대(세대당 1대),,업무시설,,,2245743298,"**초역세권으로 가성비 최고 입니다.
**대형빌딩내 사무실로 은행,식당가,병원,편의시설등 생활권편리 합니다.
**2023년 1월3일이후 입주가능
**삼창프라자내 2층에 위치하여 계약부터 관리까지 성심을 다하는 
  OK부동산으로 전화 주세요~~
   02  716  0078  대표  이선민","OK공인중개사사무소길찾기대표이선민등록번호11440-2015-00108소재지서울 마포구 도화동173 삼창프라자 2층 226호전화02-716-0078,010-9029-1778최근 3개월  집주인확인 5건매매3전세0월세19단기0",,,업무용,오픈형,단층,복도식,60세대,,
0,삼창(삼창플라자) 1동15층,월세400/40,남동향역까지 6분 계약/전용 면적:40.14㎡/24.24㎡,,"공덕,마포역이 도보로 5분거리인 인기좋은 사무실 입니다.",40.14㎡/24.24㎡(전용률60%),15/15층,1/1개,17만원,"전기료, 수도",즉시입주 ,없음,남동향(거실 기준),,중앙난방/도시가스,,,328대(세대당 1대),,업무시설,,,2245817123,"**초역세권내 소형사무실로 가성비 최고인 사무실
**대형빌딩내 사무실로 은행,병원,식당가,편의시설등 생활권편리
**상태좋고 쾌적한 사무실
**삼창프라자내 2층에 위치하여 계약부터 관리까지 성심을 다하는 
   OK부동산으로 전화주세요
  02  716  0078   대표  이선민
","OK공인중개사사무소길찾기대표이선민등록번호11440-2015-00108소재지서울 마포구 도화동173 삼창프라자 2층 226호전화02-716-0078,010-9029-1778최근 3개월  집주인확인 5건매매3전세0월세19단기0",,,업무용,오픈형,단층,계단식,29세대,,
0,삼창(삼창플라자) 1동13층,월세400/42,남동향역까지 6분 계약/전용 면적:38.65㎡/23.34㎡,,"공덕,마포역이 도보로 5분거리인 인기좋은 사무실 입니다.",38.65㎡/23.34㎡(전용률60%),13/15층,1/1개,17만원,"전기료, 수도",즉시입주 ,없음,남동향(거실 기준),,중앙난방/도시가스,,,328대(세대당 1대),,업무시설,,,2245827548,"**대형빌딩내 은행,병원,식당가,편의시설등 생활권편리
**초역세권내 가성비 최고인 소형사무실
**상태 최상으로 쾌적한 사무실
**삼창프라자 2층에 위치한 OK부동산 입니다.
   계약부터 관리까지 성심을 다하는 OK부동산으로 전화 주세요
   02  716  0078   대표  이선민","OK공인중개사사무소길찾기대표이선민등록번호11440-2015-00108소재지서울 마포구 도화동173 삼창프라자 2층 226호전화02-716-0078,010-9029-1778최근 3개월  집주인확인 5건매매3전세0월세19단기0",,,업무용,오픈형,단층,복도식,48세대,,
0,삼창(삼창플라자) 1동11층,월세400/40,남동향역까지 6분 계약/전용 면적:37.3㎡/22.53㎡,,"공덕,마포역이 도보로 5분거리인 인기좋은 사무실 입니다.",37.3㎡/22.53㎡(전용률60%),11/15층,1/1개,17만원,"전기료, 수도",2023년 1월 3일 ,없음,남동향(거실 기준),,중앙난방/도시가스,,,328대(세대당 1대),,업무시설,,,2243779503,"**초역세권내 소형사무실로 가성비 최고 입니다.
**대형빌딩내 사무실로 은행,식당가,병원,편의시설등 생활권 편리 합니다.
**1~3인 사용하기 적합한 소형사무실
**삼창프라자내 2층에 위치하여
  계약부터 관리까지 성심을 다하는 OK부동산으로 전화 주세요
   02  716  0078  대표 이선민","OK공인중개사사무소길찾기대표이선민등록번호11440-2015-00108소재지서울 마포구 도화동173 삼창프라자 2층 226호전화02-716-0078,010-9029-1778최근 3개월  집주인확인 5건매매3전세0월세19단기0",,,업무용,오픈형,단층,복도식,50세대,,
